idCursoEpisodioCompleto;idUsuario;descSlugCurso;descSlugCursoEpisodio;dtCriacao
72;75d906c3-ab6a-4319-be67-dd39e04e930c;pandas-2024;ep-03;2025-02-16 15:09:09
73;75d906c3-ab6a-4319-be67-dd39e04e930c;pandas-2024;ep-04;2025-02-16 15:09:10
74;75d906c3-ab6a-4319-be67-dd39e04e930c;pandas-2024;ep-05;2025-02-16 15:09:11
75;75d906c3-ab6a-4319-be67-dd39e04e930c;pandas-2024;ep-06;2025-02-16 15:09:12
76;75d906c3-ab6a-4319-be67-dd39e04e930c;pandas-2024;ep-07;2025-02-16 15:09:13
77;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-01;2025-02-16 15:09:24
78;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-02;2025-02-16 15:09:26
79;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-03;2025-02-16 15:09:27
80;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-04;2025-02-16 15:09:28
81;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-05;2025-02-16 15:09:29
82;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-06;2025-02-16 15:09:31
83;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-07;2025-02-16 15:09:32
84;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-08;2025-02-16 15:09:33
85;75d906c3-ab6a-4319-be67-dd39e04e930c;github-2025;ep-09;2025-02-16 15:09:34
86;c9344b03-22e4-4077-b6e8-6dc9a0d70ccf;coleta-dados-2024;ep-01;2025-02-16 15:19:25
87;8da63418-2b40-4d40-a986-79c38d01dc84;github-2024;ep-01;2025-02-16 15:33:27
88;8da63418-2b40-4d40-a986-79c38d01dc84;github-2024;ep-02;2025-02-16 15:33:28
89;8da63418-2b40-4d40-a986-79c38d01dc84;github-2024;ep-03;2025-02-16 15:33:30
90;8da63418-2b40-4d40-a986-79c38d01dc84;ml-2024;ep-01;2025-02-16 15:33:49
91;8da63418-2b40-4d40-a986-79c38d01dc84;ml-2024;ep-02;2025-02-16 15:33:51
92;0987b002-7500-4dc7-8a91-b8d0244a054f;python-2025;ep-01;2025-02-16 20:49:33
93;be9e53ea-e88a-45a0-84b3-d53115caccf6;python-2025;ep-01;2025-02-16 22:51:07
94;be9e53ea-e88a-45a0-84b3-d53115caccf6;python-2025;ep-02;2025-02-16 22:51:10
95;be9e53ea-e88a-45a0-84b3-d53115caccf6;python-2025;ep-03;2025-02-16 22:51:12
96;be9e53ea-e88a-45a0-84b3-d53115caccf6;python-2025;ep-04;2025-02-16 22:51:16
97;be9e53ea-e88a-45a0-84b3-d53115caccf6;python-2025;ep-05;2025-02-16 22:51:28
98;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-01;2025-02-16 22:51:48
99;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-02;2025-02-16 22:51:50
100;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-03;2025-02-16 22:51:53
101;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-04;2025-02-16 22:51:56
102;0ff6080f-062a-46ad-b630-7e7d220a95d7;github-2024;ep-01;2025-02-16 22:56:41
103;0ff6080f-062a-46ad-b630-7e7d220a95d7;github-2024;ep-02;2025-02-16 22:56:42
104;0ff6080f-062a-46ad-b630-7e7d220a95d7;github-2024;ep-03;2025-02-16 22:56:55
105;0ff6080f-062a-46ad-b630-7e7d220a95d7;python-2024;ep-01;2025-02-16 22:59:31
106;0ff6080f-062a-46ad-b630-7e7d220a95d7;python-2024;ep-02;2025-02-16 23:00:33
107;0ff6080f-062a-46ad-b630-7e7d220a95d7;python-2024;ep-03;2025-02-16 23:00:35
108;0ff6080f-062a-46ad-b630-7e7d220a95d7;python-2024;ep-04;2025-02-16 23:00:43
109;0ff6080f-062a-46ad-b630-7e7d220a95d7;python-2024;ep-05;2025-02-16 23:00:45
111;784cc8ee-a95e-46dd-b558-ec511c381003;pandas-2024;ep-01;2025-02-17 04:30:32
112;784cc8ee-a95e-46dd-b558-ec511c381003;pandas-2024;ep-02;2025-02-17 04:30:36
113;784cc8ee-a95e-46dd-b558-ec511c381003;pandas-2024;ep-03;2025-02-17 04:30:38
114;784cc8ee-a95e-46dd-b558-ec511c381003;pandas-2024;ep-04;2025-02-17 05:33:31
116;cd7204e0-2819-4162-8e67-ab659fcf3546;python-2025;ep-01;2025-02-17 18:13:09
117;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-09;2025-02-17 20:31:44
118;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-08;2025-02-17 20:31:46
119;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-07;2025-02-17 20:31:50
120;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-06;2025-02-17 20:31:51
121;be9e53ea-e88a-45a0-84b3-d53115caccf6;github-2025;ep-05;2025-02-17 20:31:53
122;358a0d07-0072-479b-b28e-9f61bb84e530;pandas-2024;ep-01;2025-02-17 23:04:08
123;26831b7a-6da1-44ff-a326-dd331b1ad52f;github-2024;ep-01;2025-02-17 23:54:58
124;26831b7a-6da1-44ff-a326-dd331b1ad52f;github-2024;ep-02;2025-02-17 23:55:00
125;26831b7a-6da1-44ff-a326-dd331b1ad52f;github-2024;ep-03;2025-02-17 23:55:02
126;26831b7a-6da1-44ff-a326-dd331b1ad52f;python-2024;ep-01;2025-02-17 23:55:05
127;26831b7a-6da1-44ff-a326-dd331b1ad52f;python-2024;ep-02;2025-02-17 23:55:06
128;26831b7a-6da1-44ff-a326-dd331b1ad52f;python-2024;ep-03;2025-02-17 23:55:07
129;26831b7a-6da1-44ff-a326-dd331b1ad52f;python-2024;ep-04;2025-02-17 23:55:09
130;26831b7a-6da1-44ff-a326-dd331b1ad52f;python-2024;ep-05;2025-02-17 23:55:11
131;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-01;2025-02-17 23:55:15
132;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-02;2025-02-17 23:55:17
133;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-03;2025-02-17 23:55:17
134;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-04;2025-02-17 23:55:19
135;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-05;2025-02-17 23:55:20
136;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-06;2025-02-17 23:55:22
137;26831b7a-6da1-44ff-a326-dd331b1ad52f;estatistica-2024;ep-07;2025-02-17 23:55:23
138;26831b7a-6da1-44ff-a326-dd331b1ad52f;pandas-2024;ep-01;2025-02-17 23:55:40
140;d77c0b4e-777e-493a-8187-42339d99af0e;github-2024;ep-02;2025-02-18 00:40:06
141;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-01;2025-02-18 00:40:23
142;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-02;2025-02-18 00:40:24
144;e1110f87-edc3-4420-838b-9b9f71e2276c;github-2025;ep-01;2025-02-18 01:49:25
145;e1110f87-edc3-4420-838b-9b9f71e2276c;github-2025;ep-02;2025-02-18 01:49:29
146;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-03;2025-02-18 01:52:15
147;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-04;2025-02-18 01:52:16
148;b2310af4-9c56-481a-b0f4-44a448893740;github-2025;ep-01;2025-02-18 10:50:00
149;b6dbee64-1a42-45d4-bc98-88cd980cb715;estatistica-2024;ep-01;2025-02-18 10:54:05
150;b6dbee64-1a42-45d4-bc98-88cd980cb715;estatistica-2024;ep-02;2025-02-18 10:54:07
151;0ddea04a-2412-44be-b015-26ffbec52705;python-2025;ep-01;2025-02-18 11:53:38
152;0ddea04a-2412-44be-b015-26ffbec52705;python-2025;ep-02;2025-02-18 11:53:40
153;0ddea04a-2412-44be-b015-26ffbec52705;python-2025;ep-03;2025-02-18 11:53:43
154;461282b2-28ab-4226-92f0-8babe8c3ec5e;ds-databricks-2024;ep-04;2025-02-18 12:09:06
155;461282b2-28ab-4226-92f0-8babe8c3ec5e;ds-databricks-2024;ep-06;2025-02-18 12:09:08
156;04546024-3553-4829-97f0-c2d3afdf6431;github-2025;ep-01;2025-02-18 12:43:44
157;04546024-3553-4829-97f0-c2d3afdf6431;github-2025;ep-02;2025-02-18 12:43:46
158;c3829786-fdcb-4bd8-b4b7-13c00207606d;github-2024;ep-01;2025-02-18 12:45:43
159;c3829786-fdcb-4bd8-b4b7-13c00207606d;github-2024;ep-02;2025-02-18 12:45:45
160;c3829786-fdcb-4bd8-b4b7-13c00207606d;github-2024;ep-03;2025-02-18 12:45:47
161;c3829786-fdcb-4bd8-b4b7-13c00207606d;python-2024;ep-01;2025-02-18 12:45:52
162;c3829786-fdcb-4bd8-b4b7-13c00207606d;python-2024;ep-02;2025-02-18 12:45:53
163;c3829786-fdcb-4bd8-b4b7-13c00207606d;python-2024;ep-03;2025-02-18 12:45:55
164;c3829786-fdcb-4bd8-b4b7-13c00207606d;python-2024;ep-04;2025-02-18 12:45:56
165;c3829786-fdcb-4bd8-b4b7-13c00207606d;python-2024;ep-05;2025-02-18 12:45:57
166;728c8f28-2c65-41ea-ad5a-246c6661a744;ds-databricks-2024;ep-02;2025-02-18 12:47:53
167;50f78181-65b2-4905-a060-08c90d47bac0;pandas-2024;ep-01;2025-02-18 16:12:02
168;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-05;2025-02-18 16:40:41
169;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-01;2025-02-18 17:17:58
170;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-02;2025-02-18 17:17:59
171;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-03;2025-02-18 17:18:01
172;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-04;2025-02-18 17:18:03
173;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-05;2025-02-18 17:18:05
174;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-06;2025-02-18 17:18:07
175;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-07;2025-02-18 17:18:09
176;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-08;2025-02-18 17:18:10
177;4937a566-7b21-43c2-9d5a-56b4093014a1;github-2025;ep-09;2025-02-18 17:18:11
178;1a55298d-256f-404b-b227-0a39c55ee2f9;github-2025;ep-01;2025-02-18 18:31:54
179;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-06;2025-02-18 18:48:00
180;04546024-3553-4829-97f0-c2d3afdf6431;github-2025;ep-03;2025-02-18 19:27:29
181;04546024-3553-4829-97f0-c2d3afdf6431;github-2025;ep-04;2025-02-18 19:27:31
182;04546024-3553-4829-97f0-c2d3afdf6431;github-2025;ep-05;2025-02-18 19:28:14
183;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-07;2025-02-18 19:49:26
184;5cff1438-f679-4e32-a205-0c4d96a7236d;python-2025;ep-01;2025-02-18 21:27:42
185;5cff1438-f679-4e32-a205-0c4d96a7236d;python-2025;ep-02;2025-02-18 21:27:44
186;4eba195d-03ec-4cb0-857d-c133fc29321c;github-2024;ep-01;2025-02-18 22:28:41
187;4eba195d-03ec-4cb0-857d-c133fc29321c;github-2024;ep-02;2025-02-18 22:28:43
188;4eba195d-03ec-4cb0-857d-c133fc29321c;github-2024;ep-03;2025-02-18 22:28:44
189;4eba195d-03ec-4cb0-857d-c133fc29321c;python-2024;ep-01;2025-02-18 22:28:46
190;4eba195d-03ec-4cb0-857d-c133fc29321c;python-2024;ep-02;2025-02-18 22:28:47
191;4eba195d-03ec-4cb0-857d-c133fc29321c;python-2024;ep-03;2025-02-18 22:28:48
192;4eba195d-03ec-4cb0-857d-c133fc29321c;python-2024;ep-04;2025-02-18 22:28:49
193;4eba195d-03ec-4cb0-857d-c133fc29321c;python-2024;ep-05;2025-02-18 22:28:50
194;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;mlflow-2025;ep-01;2025-02-18 22:43:03
195;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;mlflow-2025;ep-02;2025-02-18 22:43:04
196;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;mlflow-2025;ep-03;2025-02-18 22:43:06
197;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;mlflow-2025;ep-04;2025-02-18 22:43:08
198;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-01;2025-02-18 22:43:11
199;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-02;2025-02-18 22:43:14
200;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-03;2025-02-18 22:43:15
201;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-04;2025-02-18 22:43:17
202;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-05;2025-02-18 22:43:19
203;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-06;2025-02-18 22:43:21
204;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-07;2025-02-18 22:43:23
205;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-08;2025-02-18 22:43:25
206;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;github-2025;ep-09;2025-02-18 22:43:27
207;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-01;2025-02-18 22:43:32
208;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-02;2025-02-18 22:43:34
209;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-03;2025-02-18 22:43:42
210;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-04;2025-02-18 22:43:44
211;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-05;2025-02-18 22:43:46
212;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-06;2025-02-18 22:43:48
213;693f5bc0-b9d2-4ebc-a2c3-87b01e32746d;python-2025;ep-07;2025-02-18 22:43:51
214;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-08;2025-02-18 23:56:21
215;f891cac6-238e-4568-a482-d739c95d7487;github-2025;ep-02;2025-02-19 00:14:20
217;d77c0b4e-777e-493a-8187-42339d99af0e;github-2025;ep-09;2025-02-19 00:25:29
218;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-01;2025-02-19 00:48:06
219;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-02;2025-02-19 00:48:08
220;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-03;2025-02-19 00:48:09
221;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-04;2025-02-19 00:48:11
222;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-05;2025-02-19 00:48:16
223;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-06;2025-02-19 00:48:18
224;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-07;2025-02-19 00:48:20
225;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-08;2025-02-19 00:48:22
226;02d44ab0-eb75-4df0-8424-2a946d5c343e;github-2025;ep-09;2025-02-19 00:48:24
227;02d44ab0-eb75-4df0-8424-2a946d5c343e;python-2025;ep-01;2025-02-19 00:48:36
228;02d44ab0-eb75-4df0-8424-2a946d5c343e;python-2025;ep-02;2025-02-19 00:48:38
229;02d44ab0-eb75-4df0-8424-2a946d5c343e;python-2025;ep-03;2025-02-19 00:48:42
230;02d44ab0-eb75-4df0-8424-2a946d5c343e;python-2025;ep-04;2025-02-19 00:48:46
232;26831b7a-6da1-44ff-a326-dd331b1ad52f;pandas-2024;ep-02;2025-02-19 01:40:41
233;359cd8cd-1ce0-4928-a46f-cfad4f4ad0af;python-2025;ep-01;2025-02-19 03:34:26
234;4dd7f579-ae04-4531-a976-6ca901662de3;python-2025;ep-01;2025-02-19 04:34:34
235;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-01;2025-02-19 10:06:30
236;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-02;2025-02-19 10:06:32
237;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-03;2025-02-19 10:06:33
238;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-04;2025-02-19 10:06:34
239;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-05;2025-02-19 10:06:35
240;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-06;2025-02-19 10:06:36
241;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-07;2025-02-19 10:06:37
242;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-08;2025-02-19 10:06:38
243;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;github-2025;ep-09;2025-02-19 10:06:39
244;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-01;2025-02-19 10:06:53
245;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-02;2025-02-19 10:06:55
246;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-03;2025-02-19 10:06:56
247;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-04;2025-02-19 10:06:57
248;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-05;2025-02-19 10:06:59
249;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-06;2025-02-19 10:07:00
250;4b1a5500-71ac-4d86-8bfa-3a97d7fafae3;python-2025;ep-07;2025-02-19 10:07:01
251;5292f61e-7a4d-4ec9-bf82-ffa77d206493;github-2025;ep-01;2025-02-19 12:09:10
254;38cb3e17-a9ab-45c4-9256-4c7276afe5df;python-2025;ep-01;2025-02-19 14:20:07
255;fd50c75f-ff88-4fe1-954f-cf8950a579cb;python-2025;ep-01;2025-02-19 14:50:14
256;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;github-2024;ep-01;2025-02-19 19:02:58
257;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;github-2024;ep-02;2025-02-19 19:03:00
258;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;github-2024;ep-03;2025-02-19 19:03:02
259;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;python-2024;ep-01;2025-02-19 19:03:22
260;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;python-2024;ep-02;2025-02-19 19:03:24
261;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;python-2024;ep-03;2025-02-19 19:03:26
262;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;python-2024;ep-04;2025-02-19 19:03:27
263;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;python-2024;ep-05;2025-02-19 19:03:29
264;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-01;2025-02-19 19:03:31
265;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-02;2025-02-19 19:03:33
266;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-03;2025-02-19 19:03:35
267;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-04;2025-02-19 19:03:36
268;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-05;2025-02-19 19:03:38
269;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-06;2025-02-19 19:03:40
270;cbd997a5-b7b0-43d6-aba8-20ae113a6afd;pandas-2024;ep-07;2025-02-19 19:03:43
274;2b40707b-1c5c-43e6-b4e8-a812e5bb9955;python-2025;ep-01;2025-02-19 21:36:36
275;2b40707b-1c5c-43e6-b4e8-a812e5bb9955;python-2025;ep-02;2025-02-19 21:36:38
276;2b40707b-1c5c-43e6-b4e8-a812e5bb9955;python-2025;ep-03;2025-02-19 21:36:39
277;2b40707b-1c5c-43e6-b4e8-a812e5bb9955;python-2025;ep-04;2025-02-19 21:36:41
278;38cb3e17-a9ab-45c4-9256-4c7276afe5df;python-2025;ep-02;2025-02-19 22:26:16
279;38cb3e17-a9ab-45c4-9256-4c7276afe5df;python-2025;ep-03;2025-02-19 23:15:57
280;92a65e50-afbf-4c4d-bc80-a212d84e47af;github-2025;ep-01;2025-02-19 23:29:44
281;92a65e50-afbf-4c4d-bc80-a212d84e47af;github-2025;ep-02;2025-02-19 23:31:06
282;92a65e50-afbf-4c4d-bc80-a212d84e47af;github-2025;ep-03;2025-02-19 23:31:07
283;c9344b03-22e4-4077-b6e8-6dc9a0d70ccf;python-2025;ep-01;2025-02-20 00:02:41
284;359cd8cd-1ce0-4928-a46f-cfad4f4ad0af;python-2025;ep-02;2025-02-20 00:20:19
285;359cd8cd-1ce0-4928-a46f-cfad4f4ad0af;python-2025;ep-03;2025-02-20 02:50:04
286;04d5db67-8d4d-45ee-9a16-2bb028a518c4;pandas-2024;ep-01;2025-02-20 12:21:14
